location,total_sqft,bath,balcony,price,oda,metrekare,price_per_m2
Sarjapur  Road,1846.0,3.0,2.0,140.0,3,171.498938,816.3315856801398
other,1100.0,2.0,0.0,106.0,2,102.1933,1037.2499958412147
Hormavu,1200.0,3.0,0.0,70.0,2,111.4836,627.8950446523077
Yelahanka,3042.0,4.0,0.0,131.0,4,282.610926,463.53480332179373
Rajaji Nagar,1640.0,3.0,3.0,223.0,3,152.36092,1463.629912447365
other,1068.0,2.0,1.0,40.05,2,99.220404,403.6468144193406
Kanakpura Road,1135.0,2.0,2.0,58.0,2,105.444905,550.0502845538151
other,1925.0,3.0,2.0,120.0,3,178.838275,670.9973018918909
Begur Road,1615.0,3.0,2.0,60.0,3,150.038345,399.89777279934674
other,650.0,1.0,1.0,26.0,1,60.38695,430.5566020472967
other,1200.0,9.0,3.0,120.0,9,111.4836,1076.3915051182416
Kaggadasapura,1150.0,2.0,3.0,42.0,2,106.83845,393.1168975214448
Kothannur,930.0,6.0,1.0,135.0,6,86.39979,1562.5037977522863
other,1410.0,2.0,2.0,45.12,3,130.99323,344.4452816378373
6th Phase JP Nagar,600.0,2.0,0.0,100.0,3,55.7418,1793.9858418637361
other,2000.0,3.0,3.0,207.0,3,185.806,1114.06520779738
Tumkur Road,1354.0,3.0,1.0,90.0,3,125.790662,715.4744125601311
other,1050.0,2.0,0.0,110.0,2,97.54814999999999,1127.6482434572056
Arekere,600.0,1.0,1.0,28.0,1,55.7418,502.3160357218461
Varthur,1320.0,2.0,1.0,110.0,4,122.63195999999999,896.9929209318681
Koramangala,1600.0,3.0,2.0,88.0,3,148.6448,592.0153278150328
Kanakpura Road,3500.0,6.0,2.0,225.0,4,325.1605,691.9659675760124
GM Palaya,1000.0,2.0,1.0,36.0,2,92.903,387.50094184256693
other,1130.0,3.0,1.0,38.0,3,104.98039,361.972364553037
Vittasandra,1238.0,2.0,1.0,67.0,2,115.013914,582.5382135938787
other,2204.0,2.0,3.0,305.0,3,204.758212,1489.561747101015
Kudlu Gate,1364.0,2.0,3.0,46.38,3,126.719692,366.00467747349006
other,900.0,2.0,1.0,45.0,2,83.6127,538.1957525591208
Gubbalala,1745.0,3.0,2.0,104.0,3,162.115735,641.5170001850838
Kogilu,1200.0,2.0,1.0,53.33,2,111.4836,478.3663247329652
Kanakapura,1020.0,2.0,1.0,42.83,2,94.76106,451.97890357072833
Banashankari Stage III,1650.0,3.0,2.0,118.0,3,153.28995,769.7830157815304
other,1550.0,2.0,3.0,70.0,3,143.99965,486.1122926340446
5th Phase JP Nagar,1440.0,2.0,2.0,60.0,2,133.78032,448.49646046593404
Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3,123.468087,372.1609455243281
other,916.0,2.0,1.0,42.0,2,85.099148,493.5419564952636
Hulimavu,688.0,1.0,2.0,50.0,1,63.917264,782.261268254536
other,1358.0,3.0,3.0,50.0,3,126.162274,396.31498715693726
Kanakpura Road,1331.0,2.0,1.0,107.0,2,123.653893,865.3184902152657
Malleshwaram,686.0,1.0,1.0,62.5,1,63.731457999999996,980.6773916893601
Hoodi,1050.0,2.0,2.0,50.0,2,97.54814999999999,512.5673833896388
Talaghattapura,2106.0,3.0,2.0,126.0,3,195.653718,643.9949175921104
Bhoganhalli,1718.0,3.0,2.0,90.2,3,159.607354,565.1368670644086
Raja Rajeshwari Nagar,1530.0,3.0,2.0,57.0,3,142.14159,401.00859994601154
other,1206.0,2.0,2.0,56.0,2,112.041018,499.81695096701105
Hebbal,1075.0,2.0,3.0,52.0,2,99.870725,520.6731001502193
Sarjapur  Road,1200.0,3.0,1.0,95.0,3,111.4836,852.1432748852746
other,1936.0,2.0,2.0,54.21,3,179.860208,301.40074118006135
Nagavara,2172.65,3.0,3.0,120.0,4,201.84570295,594.5135231822383
Sahakara Nagar,1100.0,2.0,2.0,75.0,3,102.1933,733.9032989442557
BTM 2nd Stage,1260.0,5.0,1.0,185.0,3,117.05778,1580.41609878472
other,990.0,12.0,0.0,120.0,8,91.97397,1304.716975900899
Jalahalli East,800.0,2.0,1.0,80.0,3,74.3224,1076.3915051182416
Sarjapur  Road,1117.0,2.0,3.0,29.99,2,103.772651,288.9971462712271
other,1685.0,2.0,1.0,110.0,3,156.541555,702.6888163976652
CV Raman Nagar,740.0,2.0,1.0,37.0,2,68.74822,538.1957525591208
Chamrajpet,1080.0,4.0,2.0,250.0,4,100.33524,2491.6470025885224
Magadi Road,1500.0,2.0,2.0,93.0,4,139.3545,667.3627331733098
Banashankari,1800.0,3.0,2.0,115.0,3,167.2254,687.6945727144321
Yelachenahalli,1700.0,3.0,2.0,130.0,3,157.9351,823.1229156786553
Uttarahalli,850.0,2.0,2.0,37.93,2,78.96755,480.3238798721753
Hennur Road,1891.0,3.0,1.0,139.0,3,175.679573,791.2132163481522
Jalahalli,1400.0,1.0,1.0,80.0,2,130.0642,615.0808600675666
Lakshminarayana Pura,1172.0,2.0,2.0,82.0,2,108.882316,753.1066844683943
Electronic City Phase II,1400.0,2.0,2.0,40.43,3,130.0642,310.8464896566465
Sonnenahalli,896.0,2.0,1.0,43.75,2,83.241088,525.5817896085164
Vijayanagar,1180.0,2.0,2.0,65.0,2,109.62554,592.927524005811
Basaveshwara Nagar,2460.0,7.0,1.0,350.0,7,228.54138,1531.4513284202624
other,850.0,2.0,1.0,33.0,2,78.96755,417.8931725753173
Anekal,530.0,1.0,1.0,18.0,1,49.23859,365.5669262665726
other,1550.0,3.0,3.0,110.0,3,143.99965,763.8907455677844
Kanakapura,1699.0,3.0,3.0,97.0,3,157.842197,614.5378222276012
Bellandur,2025.0,4.0,3.0,109.0,4,188.128575,579.3909830019177
Ananth Nagar,500.0,2.0,2.0,14.0,1,46.4515,301.3896214331076
other,500.0,1.0,0.0,20.0,1,46.4515,430.5566020472966
other,1146.0,2.0,1.0,38.5,2,106.466838,361.6149471819573
Malleshwaram,2475.0,4.0,3.0,332.0,3,229.934925,1443.8867866636615
Haralur Road,1455.0,2.0,1.0,145.0,2,135.173865,1072.69256523811
Seegehalli,800.0,1.0,0.0,50.0,2,74.3224,672.744690698901
Abbigere,765.0,2.0,2.0,30.0,1,71.070795,422.1143157326437
Lingadheeranahalli,1521.0,3.0,1.0,94.99,3,141.305463,672.2316178249952
Gottigere,1600.0,2.0,2.0,55.0,3,148.6448,370.0095798843955
other,3155.0,4.0,2.0,370.0,3,293.108965,1262.3291819136273
other,1765.0,3.0,3.0,105.0,3,163.973795,640.3462211751579
Kasavanhalli,1980.0,3.0,2.0,88.0,3,183.94794,478.3962244969963
Amruthahalli,1900.0,3.0,1.0,135.0,3,176.5157,764.8044904787506
other,1265.0,2.0,3.0,70.0,2,117.522295,595.6316629112799
Bommasandra,1034.0,2.0,3.0,40.0,2,96.061702,416.39903486198904
other,1012.0,2.0,1.0,59.0,2,94.017836,627.5405019958127
Electronic City,1070.0,2.0,1.0,54.0,2,99.40621,543.2256194054677
Mahadevpura,3555.0,4.0,1.0,230.0,4,330.270165,696.399567305754
other,1270.0,2.0,2.0,70.0,3,117.98681,593.2866563643851
Yeshwanthpur,585.0,1.0,0.0,70.0,2,54.348255,1287.9898351842207
other,2045.0,4.0,3.0,154.0,3,189.986635,810.5833339276734
Bellandur,1490.0,2.0,2.0,98.0,3,138.42547,707.9621979972328
Banaswadi,6150.0,6.0,1.0,830.0,7,571.35345,1452.6909743872204
Mysore Road,883.0,2.0,1.0,40.0,2,82.033349,487.6065708349905
Yeshwanthpur,671.0,1.0,1.0,36.85,1,62.337913,591.1330396960835
Kammasandra,1156.0,2.0,2.0,32.0,2,107.395868,297.96304639951325
Haralur Road,2017.0,3.0,2.0,125.0,3,187.38535099999999,667.0745569647011
Thigalarapalya,3122.0,6.0,2.0,235.0,4,290.043166,810.2242271069404
Ramagondanahalli,1635.0,3.0,1.0,62.0,3,151.896405,408.17292548826293
Kanakpura Road,1296.0,2.0,1.0,89.0,2,120.402288,739.1886107679283
other,2400.0,4.0,2.0,280.0,6,222.9672,1255.7900893046153
Budigere,1139.0,2.0,2.0,62.0,2,105.816517,585.9198710915801
CV Raman Nagar,1230.0,3.0,2.0,47.0,2,114.27069,411.3040710614419
other,581.91,2.0,1.0,25.0,1,54.061184729999994,462.43899620140644
Binny Pete,1245.0,2.0,1.0,86.28,2,115.664235,745.9522816192922
other,1158.0,2.0,2.0,85.0,3,107.58167399999999,790.0973914943916
Marathahalli,3951.0,4.0,2.0,220.0,4,367.059753,599.3574566591069
Electronic City,550.0,1.0,1.0,15.0,2,51.09665,293.56131957770225
Ramamurthy Nagar,360.0,1.0,1.0,26.0,1,33.44508,777.393864807619
Electronics City Phase 1,1350.0,3.0,1.0,55.0,3,125.41905,438.5298724555799
Green Glen Layout,1670.0,3.0,2.0,120.0,3,155.14801,773.4549737376586
Akshaya Nagar,1600.0,2.0,2.0,65.0,3,148.6448,437.28404895428565
Horamavu Banaswadi,1307.0,2.0,2.0,51.6,2,121.424221,424.9564014085789
7th Phase JP Nagar,1050.0,2.0,1.0,57.0,3,97.54814999999999,584.3268170641884
Kaggalipura,1210.0,2.0,1.0,58.0,3,112.41263,515.9562586517192
Electronic City,1025.0,2.0,1.0,29.6,2,95.225575,310.8408639170727
Haralur Road,1140.0,2.0,2.0,43.0,2,105.90942,406.0073221060034
7th Phase JP Nagar,1343.0,2.0,2.0,56.41,3,124.768729,452.11649146478044
R.T. Nagar,1560.0,3.0,2.0,85.0,3,144.92867999999999,586.4953713785292
other,925.0,2.0,2.0,51.0,2,85.935275,593.4699109300575
Kanakpura Road,1420.0,2.0,2.0,75.0,3,131.92226,568.5166400272403
other,1415.0,2.0,3.0,110.0,2,131.457745,836.7707813640042
other,1210.0,2.0,2.0,60.0,2,112.41263,533.7478537776404
Yeshwanthpur,1852.0,3.0,2.0,160.0,3,172.056356,929.9278661928654
Hoskote,1250.0,3.0,2.0,50.0,3,116.12875,430.5566020472967
9th Phase JP Nagar,1100.0,2.0,1.0,65.0,2,102.1933,636.0495257516883
2nd Phase Judicial Layout,1150.0,2.0,1.0,40.25,2,106.83845,376.7370267913846
Jakkur,1100.0,2.0,1.0,53.35,2,102.1933,522.0498799823472
Magadi Road,1350.0,1.0,0.0,100.0,2,125.41905,797.3270408283271
Panathur,1546.0,3.0,2.0,99.0,3,143.628038,689.2804592930524
Ambedkar Nagar,1424.0,2.0,2.0,90.0,2,132.293872,680.3036198078775
Bellandur,1398.0,3.0,1.0,68.0,3,129.878394,523.5666834623779
Indira Nagar,1650.0,3.0,2.0,200.0,3,153.28995,1304.716975900899
HBR Layout,1200.0,4.0,0.0,120.0,4,111.4836,1076.3915051182416
Brookefield,1476.0,3.0,2.0,105.0,3,137.124828,765.7256642101312
other,500.0,2.0,1.0,70.0,2,46.4515,1506.9481071655382
Magadi Road,1322.0,2.0,2.0,58.82,3,122.817766,478.92094047696645
other,432.0,2.0,1.0,40.0,2,40.134096,996.6588010354089
other,1100.0,2.0,2.0,55.0,2,102.1933,538.1957525591208
Sarjapur,1285.0,2.0,2.0,68.0,3,119.380355,569.6079560158788
Ambalipura,1150.0,2.0,2.0,80.0,2,106.83845,748.7940905170377
Thanisandra,1430.0,2.0,2.0,56.0,3,132.85129,421.5239460602904
Marathahalli,1350.0,2.0,2.0,62.0,3,125.41905,494.34276531356284
other,1350.0,3.0,3.0,195.0,3,125.41905,1554.7877296152378
Thubarahalli,1185.0,2.0,2.0,65.0,2,110.09005499999999,590.4257201070524
Bannerghatta Road,1760.0,3.0,2.0,67.0,3,163.50928,409.7626752438761
other,2400.0,5.0,2.0,350.0,4,222.9672,1569.7376116307692
Kanakpura Road,900.0,2.0,1.0,41.0,2,83.6127,490.35613010942114
Kanakpura Road,1297.0,2.0,1.0,105.0,2,120.495191,871.4040712213983
other,1840.0,3.0,2.0,155.0,3,170.94152,906.7428439854752
Ramamurthy Nagar,950.0,2.0,1.0,50.79,2,88.25785,575.4728899468998
Chikkabanavar,1200.0,4.0,1.0,70.0,5,111.4836,627.8950446523077
BTM 2nd Stage,950.0,2.0,1.0,52.0,2,88.25785,589.1827185910374
Yeshwanthpur,1277.5,2.0,0.0,95.815,2,118.6835825,807.3146932516972
Electronic City,1571.0,3.0,2.0,89.0,3,145.950613,609.7953148028231
Electronic City Phase II,1031.0,2.0,1.0,55.0,2,95.782993,574.2146729534751
Whitefield,1485.0,2.0,1.0,90.0,2,137.960955,652.3584879504494
Ananth Nagar,1109.0,2.0,1.0,60.0,2,103.029427,582.3578927600946
Koramangala,2200.0,3.0,2.0,180.0,3,204.3866,880.6839587331068
Whitefield,950.0,1.0,1.0,50.0,1,88.25785,566.5218447990745
Laggere,1200.0,2.0,0.0,150.0,3,111.4836,1345.4893813978022
Hosa Road,1161.0,2.0,1.0,55.15,2,107.860383,511.30914304281674
Basavangudi,2350.0,3.0,3.0,300.0,3,218.32205,1374.1168150445637
Electronic City Phase II,1003.0,2.0,1.0,40.6,2,93.181709,435.70782759522046
other,1350.0,2.0,1.0,185.0,2,125.41905,1475.0550255324051
9th Phase JP Nagar,1080.0,2.0,2.0,37.0,2,100.33524,368.7637563831013
Hulimavu,1255.0,2.0,2.0,73.0,2,116.593265,626.1082061643955
Banaswadi,1250.0,2.0,0.0,60.0,2,116.12875,516.667922456756
Brookefield,1700.0,4.0,1.0,152.0,4,157.9351,962.4206398704277
Ramamurthy Nagar,1200.0,2.0,0.0,66.0,3,111.4836,592.015327815033
other,824.0,2.0,0.0,60.0,2,76.552072,783.780222173477
1st Phase JP Nagar,1875.0,3.0,1.0,167.0,3,174.193125,958.7060338919805
Bommasandra Industrial Area,1320.0,2.0,1.0,38.12,3,122.63195999999999,310.84881950838917
Kothanur,9600.0,5.0,2.0,550.0,5,891.8688,616.6826331406593
Uttarahalli,1330.0,2.0,1.0,47.0,3,123.56099,380.37895293652144
Kaikondrahalli,1220.0,3.0,2.0,56.0,3,113.34166,494.08134661165184
Electronic City,1111.0,3.0,1.0,50.0,3,103.215233,484.42461976518524
Kothannur,1197.0,2.0,1.0,47.88,2,111.204891,430.5566020472966
Marathahalli,2519.0,5.0,2.0,185.0,4,234.022657,790.5217484989071
other,1340.0,2.0,1.0,100.0,3,124.49002,803.2772426255534
Old Madras Road,1450.0,3.0,3.0,132.0,4,134.70935,979.8874391421234
Hoodi,1837.0,3.0,3.0,145.0,3,170.662811,849.6285696360644
Kudlu Gate,1238.0,2.0,3.0,55.0,2,115.013914,478.2030111591542
7th Phase JP Nagar,1405.0,2.0,2.0,59.01,3,130.528715,452.08443214966144
other,1690.0,3.0,2.0,80.0,4,157.00607,509.53444029265876
other,1620.0,2.0,1.0,110.0,3,150.50286,730.8831207592999
Kanakpura Road,1673.0,3.0,2.0,115.0,3,155.426719,739.8985241398553
Margondanahalli,1090.0,2.0,0.0,58.0,2,101.26427,572.7587825399818
Varthur,1112.0,2.0,2.0,40.0,2,103.308136,387.1911888914538
Marathahalli,1385.0,2.0,2.0,66.65,3,128.670655,517.9891250262151
Electronic City Phase II,545.0,1.0,1.0,27.0,2,50.632135,533.2581768475693
Subramanyapura,985.0,2.0,1.0,58.0,2,91.509455,633.8142872777463
Kanakpura Road,825.0,1.0,0.0,36.29,1,76.644975,473.4817905544362
Kanakpura Road,1080.0,2.0,1.0,37.8,2,100.33524,376.73702679138455
Hosa Road,1430.0,2.0,1.0,97.52,2,132.85129,734.0538432107057
Kengeri Satellite Town,1050.0,2.0,2.0,43.0,2,97.54814999999999,440.8079497150895
Kumaraswami Layout,2000.0,4.0,1.0,139.0,4,185.806,748.0920960571779
Banashankari Stage VI,4800.0,4.0,3.0,190.0,4,445.9344,426.0716374426373
other,1533.0,3.0,2.0,115.0,3,142.420299,807.4691656138147
other,2800.0,3.0,2.0,500.0,4,260.1284,1922.1276877111457
Lakshminarayana Pura,1750.0,3.0,2.0,150.0,3,162.58025,922.6212901013499
TC Palaya,1200.0,2.0,0.0,66.0,3,111.4836,592.015327815033
Prithvi Layout,1352.0,2.0,2.0,87.5,2,125.604856,696.6291175876194
Harlur,1754.0,3.0,2.0,125.0,3,162.951862,767.0977088927035
other,1560.0,3.0,2.0,85.0,3,144.92867999999999,586.4953713785292
Bannerghatta,3012.0,6.0,2.0,268.0,4,279.823836,957.745429520879
Channasandra,1470.0,2.0,1.0,90.0,3,136.56741,659.01520721525
9th Phase JP Nagar,1035.0,2.0,1.0,45.0,2,96.154605,467.9963065731485
Kammanahalli,1160.0,2.0,1.0,52.0,2,107.76748,482.520329880591
Jakkur,1100.0,2.0,2.0,52.0,2,102.1933,508.8396206013506
Bannerghatta Road,595.0,1.0,1.0,31.83,1,55.277285,575.8242287044308
HSR Layout,1650.0,3.0,2.0,110.0,3,153.28995,717.5943367454944
1st Block Jayanagar,1875.0,2.0,3.0,235.0,3,174.193125,1349.0773530815295
other,800.0,4.0,1.0,80.0,4,74.3224,1076.3915051182416
other,1375.0,2.0,3.0,48.06,3,127.741625,376.2281871707832
Ramagondanahalli,1235.0,2.0,1.0,46.8,2,114.735205,407.89572825533367
other,750.0,1.0,2.0,25.0,1,69.67725,358.7971683727472
7th Phase JP Nagar,1400.0,3.0,1.0,115.0,3,130.0642,884.178736347127
Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3,117.98681,430.4718468106731
Bannerghatta Road,1105.0,2.0,1.0,51.0,2,102.657815,496.7960792853423
other,1375.0,2.0,3.0,85.0,3,127.741625,665.4056577094584
Attibele,2168.0,4.0,2.0,95.0,4,201.413704,471.6660193091926
Gottigere,1200.0,8.0,3.0,90.0,8,111.4836,807.2936288386812
Yelahanka,1065.0,2.0,1.0,40.84,2,98.941695,412.7683480659999
other,3800.0,3.0,0.0,580.0,3,353.0314,1642.913349917316
Whitefield,825.0,1.0,1.0,45.0,1,76.644975,587.1226391554045
other,1095.0,2.0,0.0,40.0,2,101.728785,393.202376298901
other,720.0,3.0,3.0,65.0,3,66.89016,971.7423310095238
other,1440.0,2.0,2.0,60.33,3,133.78032,450.96319099849666
Electronic City,870.0,2.0,1.0,39.5,2,80.82561,488.7064879559833
Panathur,1195.0,2.0,1.0,84.0,2,111.019085,756.6266646856259
other,1200.0,2.0,1.0,49.5,2,111.4836,444.0114958612747
Raja Rajeshwari Nagar,1530.0,3.0,3.0,61.2,3,142.14159,430.5566020472966
Padmanabhanagar,1708.0,2.0,1.0,90.5,3,158.678324,570.3362483208482
other,975.0,2.0,1.0,43.0,2,90.580425,474.71625353932706
KR Puram,750.0,2.0,1.0,25.0,2,69.67725,358.7971683727472
other,1200.0,8.0,2.0,190.0,8,111.4836,1704.2865497705493
Iblur Village,1920.0,3.0,2.0,130.0,3,178.37376,728.8067482571428
Nagarbhavi,1200.0,5.0,2.0,240.0,6,111.4836,2152.7830102364833
Thanisandra,1183.0,2.0,1.0,58.56,2,109.904249,532.827443277466
Kothanur,1140.0,4.0,1.0,90.0,4,105.90942,849.7827671986119
Mico Layout,1550.0,2.0,2.0,65.0,3,143.99965,451.3899860173271
Kaggadasapura,1110.0,2.0,3.0,53.0,2,103.12233,513.9527006420433
other,1500.0,10.0,3.0,165.0,8,139.3545,1184.0306556300657
Kaggadasapura,1105.0,2.0,1.0,38.67,2,102.657815,376.6883212934154
Anekal,1800.0,3.0,2.0,68.0,3,167.2254,406.6367908224468
other,2800.0,4.0,2.0,200.0,5,260.1284,768.8510750844583
Bommanahalli,1000.0,2.0,2.0,29.9,2,92.903,321.84106003035424
Prithvi Layout,1190.0,2.0,2.0,68.0,2,110.55457,615.0808600675666
2nd Stage Nagarbhavi,1350.0,4.0,1.0,200.0,4,125.41905,1594.6540816566542
Hebbal,3067.0,4.0,2.0,230.0,4,284.933501,807.2058890681304
Sarjapur  Road,1929.0,4.0,1.0,103.0,3,179.209887,574.7450753093773
Ramamurthy Nagar,1525.0,3.0,1.0,100.0,3,141.677075,705.8304951595027
other,1775.0,3.0,3.0,110.0,3,164.902825,667.0595242986286
Banashankari,1125.0,2.0,1.0,63.0,2,104.515875,602.7792428662153
other,900.0,2.0,2.0,42.0,2,83.6127,502.31603572184605
Sarjapur  Road,1155.0,2.0,1.0,58.0,2,107.302965,540.525604301801
Hulimavu,1200.0,4.0,0.0,75.0,4,111.4836,672.7446906989011
Sonnenahalli,1268.0,2.0,1.0,73.0,2,117.801004,619.689115722647
other,1500.0,3.0,2.0,88.0,3,139.3545,631.4830163360351
Electronic City,630.0,1.0,1.0,47.0,1,58.52889,803.0222339771009
Seegehalli,1525.0,3.0,2.0,65.0,3,141.677075,458.78982185367676
Kaggadasapura,1060.0,2.0,2.0,48.0,2,98.47718,487.42256835543014
Lingadheeranahalli,1687.0,3.0,3.0,127.0,3,156.727361,810.3243695910888
Thanisandra,1847.0,3.0,2.0,123.0,3,171.591841,716.8172990229763
Begur Road,1410.0,2.0,3.0,53.0,3,130.99323,404.601062207566
7th Phase JP Nagar,1075.0,2.0,1.0,42.99,2,99.870725,430.4564726049601
BTM Layout,3000.0,3.0,0.0,338.0,3,278.709,1212.7344290998856
Basavangudi,1500.0,2.0,1.0,143.0,3,139.3545,1026.159901546057
other,1010.0,2.0,2.0,46.0,2,93.83203,490.23771520236744
Haralur Road,1875.0,3.0,3.0,110.0,3,174.193125,631.483016336035
Kanakpura Road,983.0,2.0,1.0,50.6,2,91.323649,554.073348514578
Kasturi Nagar,1101.0,2.0,2.0,65.0,2,102.286203,635.4718240934214
other,1140.0,2.0,1.0,76.0,2,105.90942,717.5943367454944
Sarjapur  Road,1215.0,2.0,2.0,110.0,2,112.877145,974.5108276790664
Kengeri Satellite Town,1007.0,2.0,3.0,42.0,2,93.553321,448.9418392747383
Bellandur,2039.0,3.0,2.0,168.0,3,189.429217,886.8748055903119
Ulsoor,1020.0,3.0,2.0,110.0,3,94.76106,1160.8143682647703
other,1198.0,2.0,1.0,84.0,2,111.297794,754.7319401496853
other,4000.0,4.0,1.0,520.0,4,371.612,1399.308956653714
other,1470.0,4.0,2.0,34.5,4,136.56741,252.62249609917916
other,1370.0,2.0,2.0,75.0,2,127.27711,589.2654225099864
other,1316.0,2.0,3.0,55.5,2,122.260348,453.94930497007914
Kaggadasapura,1350.0,3.0,1.0,55.5,3,125.41905,442.5165076597215
other,1050.0,2.0,1.0,43.0,2,97.54814999999999,440.8079497150895
KR Puram,1128.76,3.0,0.0,47.405,3,104.86519028,452.05658687524584
Electronic City,921.0,2.0,1.0,34.0,2,85.563663,397.3649421717721
Kundalahalli,1010.0,2.0,1.0,49.27,2,93.83203,525.0872223482748
KR Puram,1015.0,2.0,1.0,43.0,2,94.296545,456.008223843196
TC Palaya,1200.0,2.0,0.0,66.5,3,111.4836,596.5002924196923
Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2,109.532637,684.7274205586779
Anjanapura,1850.0,4.0,2.0,86.0,4,171.87055,500.37659156847985
Kammasandra,870.0,2.0,1.0,24.0,2,80.82561,296.93558761882525
Bellandur,1605.0,3.0,2.0,85.0,3,149.109315,570.051575919318
Banashankari Stage VI,2800.0,4.0,2.0,89.0,4,260.1284,342.13872841258393
Malleshwaram,2475.0,4.0,3.0,320.0,3,229.934925,1391.6981076276256
other,3000.0,2.0,0.0,510.0,2,278.709,1829.8655587010107
other,2400.0,7.0,2.0,110.0,6,222.9672,493.3461065125274
other,1000.0,1.0,1.0,55.0,2,92.903,592.0153278150328
Ramamurthy Nagar,1200.0,2.0,0.0,80.0,2,111.4836,717.5943367454944
other,1200.0,2.0,2.0,125.0,2,111.4836,1121.241151164835
Kammasandra,1200.0,2.0,1.0,66.0,2,111.4836,592.015327815033
other,1200.0,2.0,2.0,50.0,2,111.4836,448.49646046593404
Hennur,1255.0,2.0,1.0,57.5,2,116.593265,493.1674226637362
Hosur Road,1085.0,2.0,2.0,30.38,2,100.799755,301.38962143310766
other,1313.0,2.0,1.0,58.27,2,121.981639,477.6948438936781
Kogilu,1934.0,3.0,2.0,150.0,3,179.674402,834.8434631216973
Harlur,1200.0,2.0,1.0,49.5,2,111.4836,444.0114958612747
Uttarahalli,3600.0,6.0,2.0,120.0,6,334.4508,358.7971683727472
Old Madras Road,935.0,2.0,1.0,45.0,2,86.864305,518.0493874900628
Bommasandra,877.0,2.0,2.0,30.0,2,81.475931,368.2069002684977
other,936.0,2.0,2.0,42.0,2,86.957208,482.9961881940828
Nagasandra,1470.0,2.0,2.0,110.0,3,136.56741,805.4630310408611
other,1050.0,1.0,1.0,70.0,1,97.54814999999999,717.5943367454945
Hennur Road,1232.0,2.0,0.0,69.61,2,114.456496,608.1786742798766
Ambedkar Nagar,2225.0,4.0,2.0,169.0,3,206.709175,817.5737724268891
other,1200.0,2.0,0.0,80.0,3,111.4836,717.5943367454944
Dasarahalli,1901.0,3.0,2.0,119.0,3,176.608603,673.8063603843807
Sarjapur  Road,1819.0,3.0,2.0,100.0,3,168.990557,591.7490407466969
other,1464.0,3.0,2.0,56.0,3,136.009992,411.73445550970985
Old Madras Road,3715.0,6.0,0.0,200.5,4,345.134645,580.9326965712179
9th Phase JP Nagar,5000.0,4.0,3.0,290.0,4,464.515,624.3070729685802
other,1200.0,4.0,3.0,169.0,4,111.4836,1515.918036374857
other,1256.0,2.0,1.0,60.0,2,116.686168,514.1997635915167
7th Phase JP Nagar,1100.0,2.0,2.0,44.0,2,102.1933,430.5566020472967
TC Palaya,4800.0,3.0,3.0,302.0,4,445.9344,677.2296553035603
Kothanur,1435.0,3.0,3.0,70.0,3,133.315805,525.0690268869471
Sarjapur  Road,1845.0,4.0,1.0,110.0,3,171.406035,641.7510328618242
Jigani,2400.0,4.0,1.0,130.0,3,222.9672,583.0453986057142
HSR Layout,1140.0,2.0,2.0,46.0,2,105.90942,434.3334143459571
Ulsoor,1200.0,2.0,0.0,60.0,2,111.4836,538.1957525591208
Talaghattapura,2254.0,3.0,2.0,170.0,3,209.403362,811.8303277289311
Frazer Town,1750.0,3.0,2.0,150.0,3,162.58025,922.6212901013499
other,1020.0,2.0,1.0,37.0,2,94.76106,390.4557420526955
Bommanahalli,515.0,1.0,1.0,25.0,1,47.845045,522.5201481156513
Lingadheeranahalli,1893.0,3.0,2.0,140.0,3,175.865379,796.0634480536388
other,3025.0,3.0,0.0,500.0,3,281.031575,1779.1595125921351
other,830.0,2.0,0.0,34.0,2,77.10949,440.93145992795445
Singasandra,600.0,2.0,1.0,36.5,2,55.7418,654.8048322802637
Bisuvanahalli,1075.0,2.0,1.0,90.0,3,99.870725,901.1649810292256
other,3200.0,4.0,2.0,1200.0,4,297.2896,4036.468144193406
Kasavanhalli,1200.0,2.0,1.0,78.0,2,111.4836,699.6544783268571
Sarjapur  Road,1233.0,2.0,2.0,77.65,2,114.549399,677.8734823392657
Bannerghatta Road,1255.0,2.0,2.0,65.26,2,116.593265,559.7235826614857
Begur Road,1200.0,2.0,2.0,37.8,2,111.4836,339.0633241122461
Varthur,2145.0,3.0,2.0,175.0,3,199.276935,878.174887625605
Kothannur,740.0,2.0,1.0,34.0,2,68.74822,494.55825910838126
Kengeri,1250.0,3.0,3.0,48.0,3,116.12875,413.3343379654048
other,1210.0,2.0,2.0,40.0,2,112.41263,355.831902518427
Sarjapur  Road,1525.0,2.0,2.0,60.0,3,141.677075,423.4982970957016
Kogilu,540.0,1.0,0.0,36.0,1,50.16762,717.5943367454944
Tumkur Road,1240.0,2.0,1.0,84.0,3,115.19972,729.168438951067
Subramanyapura,1245.0,2.0,1.0,68.0,3,115.664235,587.9086132372724
other,1865.0,3.0,3.0,350.0,3,173.264095,2020.0376771656008
Hosa Road,1104.0,2.0,0.0,36.43,2,102.56491199999999,355.18969684291255
Bisuvanahalli,1075.0,2.0,1.0,35.99,3,99.870725,360.36586296935366
Nagavara,2200.0,2.0,1.0,55.0,2,204.3866,269.0978762795604
Whitefield,1155.0,2.0,1.0,60.0,2,107.302965,559.1644182432424
